hmm_state,bet_days_7d_z,no_bet_streak_days_z,bet_interval_day_z,bet_amount_ratio_today_vs_history_z,bet_count_ratio_today_vs_history_z,avg_bet_one_time_today_log_z,rtp_7_bet_days_z,rtp_day_z,max_consecutive_loss_count_today_z,current_balance_max_to_avg_bet_ratio_z
0,1.2050707745674172,0.001155053788745563,0.08223952765813447,0.084180188242582,0.10619464930165769,1.0786177361769587,0.07414056924889453,0.2298897561164908,1.8092090282314601,1.836741468080821
1,0.2758394364895039,2.004057414318842,0.0004436981182901082,0.019794206384686455,0.03356575943347787,1.012846369523561,0.8156746526757305,1.320762903805799,0.3609150293807323,0.19067854589731945
2,0.8389478710694978,0.01402877229848769,4.285852888222432,0.0007511579081374909,0.0016056011227925824,0.7288271399547569,0.2262173599883442,0.3724011405910885,0.1528890079583182,0.014272866841395239
3,0.7728654358203191,2.165467080723232,2.928421887710473,5.524887045407118,5.309505891743448,1.6739213744334627,0.7185758063346726,1.1334634822012706,1.6023511700715904,2.7643455263705565
